Date,Benchmark,,,G20,,,G40,,,G60,,,G80,,,G100,,
27/11/2009,"-4,921802666","95,07819733","-0,06112457604","6,522618901","106,5226189","-2,703571591","6,903007533","106,9030075","-1,888394259","14,57968666","114,5796867","-1,882266411","18,31153109","118,3115311","-1,481871517","18,32352014","118,3235201","-1,656637586"
04/12/2009,"-2,876245832","97,12375417","2,1514468","9,901030764","109,9010308","3,171544126","10,40984625","110,4098463","3,280392945","18,21550251","118,2155025","3,173176639","22,06781061","122,0678106","3,174905679","22,08976133","122,0897613","3,183002995"
11/12/2009,"-3,955878018","96,04412198","-1,111604669","9,129842734","109,1298427","-0,7017113713","9,545194236","109,5451942","-0,783129443","17,54977251","117,5497725","-0,5631494904","21,35670539","121,3567054","-0,5825493359","21,42735602","121,427356","-0,5425559873"
18/12/2009,"-4,887922548","95,11207745","-0,9704337036","9,521305073","109,5213051","0,3587124559","10,43303662","110,4330366","0,8104804507","18,17824799","118,178248","0,534646275","21,82610249","121,8261025","0,3867912354","22,12629279","122,1262928","0,5756007484"
25/12/2009,"-2,580558471","97,41944153","2,425942256","11,32109418","111,3210942","1,643323284","12,34601002","112,34601","1,732247395","19,97383011","119,9738301","1,519384616","23,96838402","123,968384","1,758474979","24,25066718","124,2506672","1,739489787"
01/01/2010,"-2,799729225","97,20027078","-0,2249764016","13,34358274","113,3435827","1,816806217","14,11578592","114,1157859","1,575290391","21,67096407","121,6709641","1,414586797","25,28437727","125,2843773","1,061555541","25,78198235","125,7819824","1,232440199"
08/01/2010,"-0,292674825","99,70732518","2,579266889","17,48617532","117,4861753","3,654898213","17,76118938","117,7611894","3,194477811","25,9609836","125,9609836","3,52591891","29,77117258","129,7711726","3,581288751","30,24581145","130,2458115","3,5488621"
15/01/2010,"-0,498809408","99,50119059","-0,2067396579","14,96809224","114,9680922","-2,143301604","16,35950508","116,3595051","-1,190276956","24,4620565","124,4620565","-1,189993169","27,81771319","127,8177132","-1,505310734","28,59204969","128,5920497","-1,269723565"
22/01/2010,"-4,292229404","95,7077706","-3,812436789","12,78942556","112,7894256","-1,895018555","14,24307442","114,2430744","-1,818872174","22,01216164","122,0121616","-1,968386936","24,78845576","124,7884558","-2,369982496","25,3953203","125,3953203","-2,485946369"
29/01/2010,"-6,797948527","93,20205147","-2,618093711","11,37789019","111,3778902","-1,251478464","13,00406872","113,0040687","-1,084534626","20,2889782","120,2889782","-1,412304656","23,36256787","123,3625679","-1,14264407","24,06841624","124,0684162","-1,058176698"
05/02/2010,"-8,762723952","91,23727605","-2,108081736","9,406529732","109,4065297","-1,769974682","10,76908244","110,7690824","-1,977792751","17,71126225","117,7112623","-2,14293611","21,01716879","121,0171688","-1,90122427","21,51800312","121,5180031","-2,055650582"
12/02/2010,"-7,710620375","92,28937963","1,153151017","11,14732541","111,1473254","1,591125943","12,93004417","112,9300442","1,950870841","19,8750167","119,8750167","1,83818813","23,35070708","123,3507071","1,928270437","23,71650283","123,7165028","1,809196706"
19/02/2010,"-5,399055018","94,60094498","2,504692703","14,32078584","114,3207858","2,855183801","15,7720797","115,7720797","2,516633683","23,22962338","123,2296234","2,798420198","27,14623912","127,1462391","3,077024956","27,52148984","127,5214898","3,075569486"
26/02/2010,"-5,43944906","94,56055094","-0,04269940645","14,54345532","114,5434553","0,1947760229","15,1604025","115,1604025","-0,5283460413","21,97491747","121,9749175","-1,0181853","25,36566967","125,3656697","-1,400410631","25,711915","125,711915","-1,419035209"
05/03/2010,"-2,257965206","97,74203479","3,364493779","19,57794349","119,5779435","4,395264798","20,56505588","120,5650559","4,693152562","27,16989366","127,1698937","4,259052843","30,93757774","130,9375777","4,444524633","31,51375269","131,5137527","4,615185195"
12/03/2010,"-0,789062975","99,21093703","1,502835739","21,68022872","121,6802287","1,758087795","22,52024715","122,5202472","1,621689847","28,90381847","128,9038185","1,363471149","32,3480402","132,3480402","1,077202194","32,83389762","132,8338976","1,003807513"
19/03/2010,"-0,486845316","99,51315468","0,304621313","23,85159896","123,851599","1,784488953","24,4787684","124,4787684","1,598528648","31,14362168","131,1436217","1,737577084","34,14393916","134,1439392","1,356951684","34,3613858","134,3613858","1,149923481"
26/03/2010,"-0,232488997","99,767511","0,255600699","26,93824497","126,938245","2,492213291","26,45609726","126,4560973","1,588486844","33,41651925","133,4165193","1,733136191","36,63524176","136,6352418","1,857186106","36,57812323","136,5781232","1,649832217"
02/04/2010,"1,520580981","101,520581","1,75715517","27,68356089","127,6835609","0,587148436","27,53811005","127,5381101","0,8556430362","34,78986535","134,7898654","1,029367358","38,42429844","138,4242984","1,309366937","38,34324025","138,3432403","1,292386349"
09/04/2010,"2,440865933","102,4408659","0,9065008721","30,20821073","130,2082107","1,977270858","29,6800021","129,6800021","1,679413353","37,13962312","137,1396231","1,743274811","40,95678778","140,9567878","1,829512137","40,79846604","140,798466","1,774734917"
16/04/2010,"2,391383766","102,3913838","-0,04830315182","30,0742132","130,0742132","-0,1029101999","28,99210349","128,9921035","-0,5304585124","36,26696687","136,2669669","-0,6363268544","39,80372331","139,8037233","-0,8180269203","39,66712395","139,667124","-0,8035187611"
23/04/2010,"2,715559524","102,7155595","0,3166045287","31,35896867","131,3589687","0,9877095839","30,47153442","130,4715344","1,146915889","37,97406428","137,9740643","1,252759527","41,35351877","141,3535188","1,108550919","41,55562452","141,5556245","1,352143952"
30/04/2010,"0,543970616","100,5439706","-2,114177169","30,11201174","130,1120117","-0,9492742997","28,53722079","128,5372208","-1,482556052","36,24843379","136,2484338","-1,250691932","39,45688922","139,4568892","-1,341763238","39,4950785","139,4950785","-1,455644046"
07/05/2010,"-7,584248052","92,41575195","-8,084242763","20,40148332","120,4014833","-7,463206733","19,07575115","119,0757512","-7,36087927","26,47696009","126,4769601","-7,171806257","30,37076943","130,3707694","-6,515361013","30,19498146","130,1949815","-6,666971437"
14/05/2010,"-5,472360569","94,52763943","2,285202943","26,83124144","126,8312414","5,340264873","25,12901224","125,1290122","5,083538026","32,82601356","132,8260136","5,019928899","36,96178031","136,9617803","5,055589461","36,83204866","136,8320487","5,097790349"
21/05/2010,"-9,602203581","90,39779642","-4,368926419","17,64203633","117,6420363","-7,245222081","17,208645","117,208645","-6,329760859","24,27391756","124,2739176","-6,438570104","28,50049453","128,5004945","-6,177844477","28,07361761","128,0736176","-6,400862324"
28/05/2010,"-8,953816306","91,04618369","0,7172600447","21,82831971","121,8283197","3,558492789","21,020133","121,020133","3,251882999","28,57161641","128,5716164","3,458246859","33,18339193","133,1833919","3,644264107","33,03138436","133,0313844","3,871028899"
04/06/2010,"-10,58340044","89,41659956","-1,789843427","22,7598129","122,7598129","0,7645949581","21,68415605","121,6841561","0,5486880848","29,63127159","129,6312716","0,824175047","33,70445063","133,7044506","0,3912339913","33,68752973","133,6875297","0,4932259956"
11/06/2010,"-8,821747402","91,1782526","1,97016331","24,69682726","124,6968273","1,577889632","24,13915671","124,1391567","2,017518747","31,99293943","131,9929394","1,821834972","36,81970742","136,8197074","2,329957436","36,79248367","136,7924837","2,322545675"
18/06/2010,"-5,867100245","94,13289976","3,240517418","27,67450486","127,6745049","2,387933731","26,65924992","126,6592499","2,030055042","34,91290448","134,9129045","2,212213064","39,64556814","139,6455681","2,065390121","39,83940982","139,8394098","2,22740758"
25/06/2010,"-8,865196472","91,13480353","-3,184961087","24,58830146","124,5883015","-2,417243289","22,93233463","122,9323346","-2,942473836","31,45124955","131,4512496","-2,565844197","36,20461771","136,2046177","-2,464059888","36,46195266","136,4619527","-2,415239856"
02/07/2010,"-12,44280952","87,55719048","-3,925627652","17,66662755","117,6666276","-5,555637109","16,37957846","116,3795785","-5,330376414","26,45099104","126,450991","-3,803888154","30,27007208","130,2700721","-4,357081081","29,95403516","129,9540352","-4,769034425"
09/07/2010,"-7,777633323","92,22236668","5,328147433","23,07689505","123,0768951","4,597962577","23,35494449","123,3549445","5,99363404","34,38122838","134,3812284","6,271392003","38,05328623","138,0532862","5,974675553","37,45999369","137,4599937","5,775856456"
16/07/2010,"-7,905865052","92,09413495","-0,1390462353","20,58161547","120,5816155","-2,02741512","20,89215905","120,8921591","-1,996503221","32,80815072","132,8081507","-1,170608186","36,1263261","136,1263261","-1,395808954","35,33550889","135,3355089","-1,545529534"
23/07/2010,"-5,561170637","94,43882936","2,545975828","26,12299909","126,1229991","4,595546011","26,82229133","126,8222913","4,905307612","38,92144035","138,9214404","4,603098226","42,46410803","142,464108","4,655809138","41,71164599","141,711646","4,711355617"
30/07/2010,"-4,91108899","95,08891101","0,6883626697","26,80550995","126,80551","0,541147027","27,76337891","127,7633789","0,7420521819","39,3960257","139,3960257","0,341621386","42,38609297","142,386093","-0,05476120342","41,5346052","141,5346052","-0,1249303039"
06/08/2010,"-2,533823032","97,46617697","2,500045413","29,75212394","129,7521239","2,323727093","29,70189722","129,7018972","1,517272263","41,56497954","141,5649795","1,555965336","44,44109365","144,4410937","1,443259406","43,26368625","143,2636863","1,221666636"
13/08/2010,"-6,600402897","93,3995971","-4,172298526","28,93888454","128,9388845","-0,6267638442","27,97688296","127,976883","-1,32998383","39,7286734","139,7286734","-1,29714718","42,64621635","142,6462164","-1,242636188","41,50438394","141,5043839","-1,228016922"
20/08/2010,"-7,37084289","92,62915711","-0,8248857778","27,62995925","127,6299593","-1,015151709","27,38387716","127,3838772","-0,4633694666","38,82331232","138,8233123","-0,6479422283","41,56832079","141,5683208","-0,7556425874","40,39889987","140,3988999","-0,7812366227"
27/08/2010,"-7,712003981","92,28799602","-0,3683085344","27,41168237","127,4116824","-0,171023231","27,40763166","127,4076317","0,01864796435","38,96016284","138,9601628","0,09857891856","41,70238713","141,7023871","0,09470080541","40,49027715","140,4902772","0,06508404274"
03/09/2010,"-4,089494617","95,91050538","3,925222694","31,23561943","131,2356194","3,001245246","31,17773205","131,1777321","2,959085214","42,83813583","142,8381358","2,790708438","45,91410566","145,9141057","2,972228355","44,79154227","144,7915423","3,061610531"
10/09/2010,"-3,405046226","96,59495377","0,7136323474","33,99886059","133,9988606","2,105557296","33,94768922","133,9476892","2,111606236","45,4232973","145,4232973","1,809853829","48,82601297","148,826013","1,995631126","47,42613922","147,4261392","1,819579313"
17/09/2010,"-1,919637699","98,0803623","1,537770317","33,87420087","133,8742009","-0,09303043283","33,48166797","133,481668","-0,3479128701","44,92875218","144,9287522","-0,3400728282","48,11611297","148,116113","-0,476999945","46,83127411","146,8312741","-0,4035004329"
24/09/2010,"0,388585422","100,3885854","2,353399872","33,93695055","133,9369506","0,04687212293","33,94313448","133,9431345","0,3457152709","44,87066601","144,870666","-0,04007912103","47,56458963","147,5645896","-0,3723587724","46,43954805","146,4395481","-0,2667865292"
01/10/2010,"0,601396223","100,6013962","0,2119870502","33,87781283","133,8778128","-0,04415340185","33,91994104","133,919941","-0,01731588565","44,16421139","144,1642114","-0,4876450419","46,81325302","146,813253","-0,5091577945","45,47246737","145,4724674","-0,6603958377"
08/10/2010,"2,821560476","102,8215605","2,206892087","36,74464637","136,7446464","2,141380621","36,2754306","136,2754306","1,758878881","45,94497219","145,9449722","1,23523084","48,67363245","148,6736325","1,26717404","47,41225321","147,4122532","1,333438468"
15/10/2010,"4,003142106","104,0031421","1,149157457","38,57327805","138,5732781","1,337260162","37,98439848","137,9843985","1,254054287","47,68021688","147,6802169","1,188971887","50,24220291","150,2422029","1,055042804","48,85281725","148,8528173","0,9772349371"
22/10/2010,"3,982119362","103,9821194","-0,02021356622","41,0102941","141,0102941","1,758647904","39,30183412","139,3018341","0,9547714484","49,26425772","149,2642577","1,072615462","51,74125648","151,7412565","0,9977579808","49,90868557","149,9086856","0,7093371422"
29/10/2010,"3,944417738","103,9444177","-0,03625779531","40,19475434","140,1947543","-0,5783547685","38,70931034","138,7093103","-0,4253524613","49,39287806","149,3928781","0,08616955054","52,32068179","152,3206818","0,3818508713","50,4477491","150,4477491","0,3595945945"
05/11/2010,"7,605799511","107,6057995","3,522441948","43,83383698","143,833837","2,595733811","42,42279471","142,4227947","2,677170235","52,86801872","152,8680187","2,326175588","55,7460271","155,7460271","2,248772307","54,11481005","154,1148101","2,437431581"
12/11/2010,"5,301714141","105,3017141","-2,141227871","43,10970945","143,1097095","-0,5034472731","41,26210014","141,2621001","-0,8149640459","51,95149094","151,9514909","-0,5995549544","54,75744098","154,757441","-0,6347424319","53,25948876","153,2594888","-0,5549896793"
19/11/2010,"5,268923883","105,2689239","-0,03113933925","44,47083797","144,470838","0,9511084365","41,6560765","141,6560765","0,2788974251","52,25444769","152,2544477","0,1993772803","55,18190044","155,1819004","0,2742740235","53,63373948","153,6337395","0,2441941592"
26/11/2010,"3,172590134","103,1725901","-1,991407978","43,58841153","143,5884115","-0,6107990044","40,47771923","140,4777192","-0,8318437861","51,5064017","151,5064017","-0,4913130627","55,10579834","155,1057983","-0,0490405774","53,53962802","153,539628","-0,06125702617"
03/12/2010,"6,351611101","106,3516111","3,081265056","47,36097192","147,3609719","2,627343216","44,65980625","144,6598063","2,977046497","55,64683125","155,6468313","2,732841321","58,9728235","158,9728235","2,493153191","56,90652068","156,9065207","2,192849301"
10/12/2010,"7,17800042","107,1780004","0,777035073","47,69457867","147,6945787","0,2263874523","46,42285583","146,4228558","1,218755662","57,53175717","157,5317572","1,211027494","61,44663617","161,4466362","1,556123","59,45996439","159,4599644","1,627366217"
17/12/2010,"7,316464014","107,316464","0,1291903128","47,33011707","147,3301171","-0,2467670806","46,09012256","146,0901226","-0,2272413471","57,44130254","157,4413025","-0,05741993337","61,74217025","161,7421703","0,1830537241","60,02758236","160,0275824","0,3559626845"
24/12/2010,"8,762151286","108,7621513","1,347125332","49,45145201","149,451452","1,439851527","48,95304106","148,9530411","1,959693407","60,67769485","160,6776949","2,055618353","64,95461166","164,9546117","1,986149564","62,94348932","162,9434893","1,822127734"
31/12/2010,"9,274908703","109,2749087","0,4714483954","47,84404386","147,8440439","-1,075538664","47,65536305","147,6553631","-0,8711994067","59,02179055","159,0217906","-1,030575091","62,99200095","162,992001","-1,189788324","60,99831172","160,9983117","-1,193774362"
07/01/2011,"9,423063051","109,4230631","0,1355794754","52,68072881","152,6807288","3,271477716","51,61158091","151,6115809","2,679359407","62,82373889","162,8237389","2,39083482","67,03491109","167,0349111","2,480434694","64,69059779","164,6905978","2,293369434"
14/01/2011,"11,79346421","111,7934642","2,166271984","52,34832255","152,3483226","-0,2177133045","52,66416327","152,6641633","0,6942625053","63,99315915","163,9931592","0,718212386","67,50163186","167,5016319","0,2794151037","64,94508569","164,9450857","0,1545248505"
21/01/2011,"11,26308592","111,2630859","-0,4744269209","51,61520344","151,6152034","-0,4812124595","50,37687794","150,3768779","-1,4982464","61,81248704","161,812487","-1,329733582","64,99351614","164,9935161","-1,497367931","62,39202888","162,3920289","-1,547822295"
28/01/2011,"11,26039017","111,2603902","-0,002422861075","54,10125548","154,1012555","1,639711575","51,20475869","151,2047587","0,5505372643","62,30825557","162,3082556","0,3063845931","65,37834368","165,3783437","0,2332379775","62,67504182","162,6750418","0,1742776058"
04/02/2011,"13,81457736","113,8145774","2,295684193","55,70019484","155,7001948","1,037590093","53,65993115","153,6599312","1,623740206","65,26445955","165,2644596","1,821351582","68,32054929","168,3205493","1,779075509","66,04904744","166,0490474","2,074076996"
11/02/2011,"14,68522436","114,6852244","0,7649696728","53,77945122","153,7794512","-1,233616709","52,3609548","152,3609548","-0,8453578889","64,26461573","164,2646157","-0,6049962725","67,78564657","167,7856466","-0,3177881264","65,73502367","165,7350237","-0,1891150686"
18/02/2011,"16,58865614","116,5886561","1,659700969","55,8946716","155,8946716","1,375489614","54,96972249","154,9697225","1,712228499","67,04322188","167,0432219","1,691542721","70,04890311","170,0489031","1,348897588","67,70620875","167,7062088","1,189359398"
25/02/2011,"14,84394396","114,843944","-1,496468214","52,95058692","152,9505869","-1,888508857","51,35597705","151,3559771","-2,331904182","63,70553839","163,7055384","-1,998095734","66,52005835","166,5200584","-2,075194074","64,39852592","164,3985259","-1,972307916"
04/03/2011,"15,52898265","115,5289827","0,5964952669","52,35531785","152,3553179","-0,3891904451","50,13062316","150,1306232","-0,8095840771","62,5540849","162,5540849","-0,7033686834","65,53329115","165,5332912","-0,5925815843","63,03660529","163,0366053","-0,8284263027"
11/03/2011,"12,74935512","112,7493551","-2,40600018","50,25181032","150,2518103","-1,38065908","47,66286838","147,6628684","-1,643738451","59,9330916","159,9330916","-1,612382304","62,78246547","162,7824655","-1,661796042","60,39188324","160,3918832","-1,622164572"
18/03/2011,"10,37998499","110,379985","-2,101448942","44,60829661","144,6082966","-3,756037081","42,18933476","142,1893348","-3,706777256","54,9152203","154,9152203","-3,137481587","57,69656415","157,6965642","-3,124354521","55,07349767","155,0734977","-3,315869521"
25/03/2011,"13,73730393","113,7373039","3,041601193","50,10285984","150,1028598","3,799618251","47,74962594","147,7496259","3,910483996","60,71418812","160,7141881","3,743317028","65,37769141","165,3776914","4,870827276","62,29223361","162,2922336","4,655041673"
01/04/2011,"15,23892248","115,2389225","1,320251578","54,21619367","154,2161937","2,740343411","50,17898676","150,1789868","1,644241604","63,67423732","163,6742373","1,84180951","68,6695197","168,6695197","1,990491137","65,67064953","165,6706495","2,081686748"
08/04/2011,"16,15882147","116,1588215","0,7982537238","54,53326362","154,5332636","0,205600944","51,20878246","151,2087825","0,6857122439","64,54220445","164,5422045","0,5303016188","68,75262134","168,7526213","0,04926891364","65,93658313","165,9365831","0,1605194407"
15/04/2011,"15,05353562","115,0535356","-0,9515298417","52,58887936","152,5888794","-1,258230244","48,59774807","148,5977481","-1,726774297","62,02054492","162,0205449","-1,532530537","66,67500399","166,675004","-1,231161527","63,71586801","163,715868","-1,338291459"
22/04/2011,"17,11981444","117,1198144","1,795928138","54,28447142","154,2844714","1,111216012","50,22299174","150,2229917","1,093720256","64,22848806","164,2284881","1,362755039","68,97118051","168,9711805","1,377636997","65,64466422","165,6446642","1,178136386"
29/04/2011,"19,58025783","119,5802578","2,100791742","55,72666337","155,7266634","0,9347615717","50,72849338","150,7284934","0,3365008473","64,56512877","164,5651288","0,204983139","69,12485735","169,1248574","0,09094855083","65,60345467","165,6034547","-0,024878284"
06/05/2011,"17,21771679","117,2177168","-1,975694887","54,71218161","154,7121816","-0,6514502642","49,72039765","149,7203977","-0,6688156349","63,77152256","163,7715226","-0,482244456","68,85338052","168,8533805","-0,1605185862","64,988436","164,988436","-0,3713803382"
13/05/2011,"15,97732558","115,9773256","-1,058194311","55,24701496","155,247015","0,3456956941","49,55380223","149,5538022","-0,1112710243","63,92691603","163,926916","0,09488430441","69,8077523","169,8077523","0,5652073871","65,79354435","165,7935444","0,4879786545"
20/05/2011,"15,53410562","115,5341056","-0,3821608731","55,41758489","155,4175849","0,1098700223","49,62318694","149,6231869","0,04639448076","64,1838113","164,1838113","0,1567132941","70,10320946","170,1032095","0,173995095","66,31786998","166,31787","0,3162521388"
27/05/2011,"15,79922965","115,7992297","0,2294768532","53,0472605","153,0472605","-1,525132688","49,20572011","149,2057201","-0,2790121227","63,52837423","163,5283742","-0,399209316","69,51231762","169,5123176","-0,3473725404","65,74272441","165,7427244","-0,3458110485"
03/06/2011,"14,29112421","114,2911242","-1,302344968","51,15367323","151,1536732","-1,23725656","46,55626346","146,5562635","-1,775707157","60,81200185","160,8120019","-1,661101563","66,3056694","166,3056694","-1,891690389","62,42324983","162,4232498","-2,002787508"
10/06/2011,"11,58822092","111,5882209","-2,364928431","48,4640892","148,4640892","-1,779370605","43,39717717","143,3971772","-2,155545055","57,66075705","157,6607571","-1,959583093","63,27174018","163,2717402","-1,824308955","59,65089961","159,6508996","-1,706867842"
17/06/2011,"10,94664934","110,9466493","-0,5749456123","46,42497187","146,4249719","-1,373475122","41,27103021","141,2710302","-1,482697918","56,06556058","156,0655606","-1,011790442","61,72121453","161,7212145","-0,9496595359","58,027945","158,027945","-1,016564651"
24/06/2011,"10,53309887","110,5330989","-0,3727471469","46,3959191","146,3959191","-0,01984140385","40,97767748","140,9776775","-0,207652432","55,48245173","155,4824517","-0,3736307023","61,64121902","161,641219","-0,04946506878","57,96436304","157,964363","-0,04023463065"
01/07/2011,"16,51294952","116,5129495","5,410009048","52,1381408","152,1381408","3,922391919","46,53024291","146,5302429","3,938613211","61,58717496","161,587175","3,926310115","67,46897746","167,4689775","3,605366549","63,62235265","163,6223527","3,581813962"
08/07/2011,"16,50397532","116,5039753","-0,007702319817","51,57614985","151,5761499","-0,369395174","46,58091066","146,5809107","0,03457835665","61,96028191","161,9602819","0,2309013386","68,5043041","168,5043041","0,6182199567","64,73370283","164,7337028","0,6792165997"
15/07/2011,"13,91959621","113,9195962","-2,218275473","46,94900682","146,9490068","-3,052685422","41,62841435","141,6284144","-3,378677542","57,00927108","157,0092711","-3,056929002","64,05768464","164,0576846","-2,638875893","60,41395557","160,4139556","-2,622260767"
22/07/2011,"17,02390866","117,0239087","2,725003031","49,29094692","149,2909469","1,593709376","45,03479675","145,0347968","2,405154655","60,3355914","160,3355914","2,11855026","67,6291349","167,6291349","2,176947863","63,12304666","163,1230467","1,688812598"
29/07/2011,"13,34668816","113,3466882","-3,142281387","44,13400664","144,1340066","-3,45428868","40,24076148","140,2407615","-3,30543799","54,9759085","154,9759085","-3,342790489","62,22902177","162,2290218","-3,221464534","58,31451139","158,3145114","-2,947796383"
05/08/2011,"3,698542918","103,6985429","-8,512066297","31,0525222","131,0525222","-9,07591813","26,98938778","126,9893878","-9,449017219","40,50031751","140,5003175","-9,340542753","47,73524181","147,7352418","-8,934147418","44,38041542","144,3804154","-8,801527951"
12/08/2011,"2,616642513","102,6166425","-1,043313025","29,48900953","129,4890095","-1,193042792","25,79742364","125,7974236","-0,9386328738","39,68176297","139,681763","-0,5825997795","46,61433448","146,6143345","-0,7587271096","43,4170496","143,4170496","-0,667241341"
19/08/2011,"-1,579964737","98,42003526","-4,089597113","22,8299033","122,8299033","-5,142603418","18,65819701","118,658197","-5,675177141","31,14635617","131,1463562","-6,110609301","38,32110892","138,3211089","-5,656490267","35,3532447","135,3532447","-5,622626405"
26/08/2011,"1,186983327","101,1869833","2,811366666","24,45189287","124,4518929","1,32051685","21,93650083","121,9365008","2,76281277","34,92235184","134,9223518","2,87922271","42,12686482","142,1268648","2,751391982","38,89772693","138,8977269","2,618690256"
02/09/2011,"2,306525088","102,3065251","1,106408872","28,85543315","128,8554332","3,538347371","26,36132234","126,3613223","3,628791609","39,67985453","139,6798545","3,526104181","46,54142641","146,5414264","3,106071182","43,24130881","143,2413088","3,127179959"
09/09/2011,"-1,170928831","98,82907117","-3,399053888","25,87861161","125,8786116","-2,310202579","23,81048006","123,8104801","-2,018689131","36,70951449","136,7095145","-2,126534317","44,19209662","144,1920966","-1,603184743","40,95741311","140,9574131","-1,594439285"
16/09/2011,"2,48102259","102,4810226","3,695219815","29,00221898","129,002219","2,481444091","26,71806554","126,7180655","2,348416288","40,4007142","140,4007142","2,700031321","47,76868746","147,7686875","2,480434728","44,46591047","144,4659105","2,489047779"
23/09/2011,"-4,556793147","95,44320685","-6,867433169","19,63491386","119,6349139","-7,261351932","18,30716272","118,3071627","-6,637493071","31,12353673","131,1235367","-6,607642648","38,03620209","138,0362021","-6,586297501","35,15383666","135,1538367","-6,445862404"
30/09/2011,"-3,627606242","96,37239376","0,9735495439","22,12284916","122,1228492","2,079606379","20,74000227","120,7400023","2,056375535","34,55736909","134,5573691","2,618776496","41,60946408","141,6094641","2,588641194","38,58603593","138,5860359","2,539476018"
07/10/2011,"-1,65497311","98,34502689","2,0468861","23,86941313","123,8694131","1,430169687","23,51824893","123,5182489","2,301015908","37,8609599","137,8609599","2,455154134","45,03902171","145,0390217","2,421842108","41,99565368","141,9956537","2,460289543"
14/10/2011,"3,627048404","103,6270484","5,370908607","28,843351","128,843351","4,015468988","27,84127952","127,8412795","3,499912464","42,43547862","142,4354786","3,318211859","49,73470827","149,7347083","3,237533255","46,51442366","146,5144237","3,182329785"
21/10/2011,"4,342433342","104,3424333","0,690345763","26,90953491","126,9095349","-1,500904839","27,14722901","127,147229","-0,5429001592","41,78601569","141,7860157","-0,4559699144","48,99997795","148,999978","-0,4906880499","46,00014423","146,0001442","-0,3510094209"
28/10/2011,"9,590762028","109,590762","5,029908272","33,56834868","133,5683487","5,246897938","33,02371376","133,0237138","4,621795375","48,00607404","148,006074","4,386933591","55,76921544","155,7692154","4,543113082","52,45635697","152,456357","4,422059152"
04/11/2011,"5,167962435","105,1679624","-4,035741253","28,75539834","128,7553983","-3,603361416","28,09319494","128,0931949","-3,706496143","42,63479553","142,6347955","-3,629093296","51,06802616","151,0680262","-3,018047736","48,06808708","148,0680871","-2,878377771"
11/11/2011,"5,502979965","105,50298","0,3185547407","28,55014465","128,5501447","-0,1594136577","28,55489729","128,5548973","0,360442528","43,02670979","143,0267098","0,274767639","51,53980912","151,5398091","0,3122983546","48,3968256","148,3968256","0,2220184825"
18/11/2011,"1,375573227","101,3755732","-3,912123373","22,63183723","122,6318372","-4,603890129","22,94424466","122,9442447","-4,364402095","37,62375231","137,6237523","-3,77758636","45,74842713","145,7484271","-3,821690171","41,38220475","141,3822048","-4,72693457"
25/11/2011,"-3,812076172","96,18792383","-5,117257771","15,71240742","115,7124074","-5,642441609","15,98502449","115,9850245","-5,660468442","30,08613761","130,0861376","-5,476972233","37,90339275","137,9033928","-5,382585963","34,18364345","134,1836435","-5,091561072"
02/12/2011,"4,107954783","104,1079548","8,23391403","26,66331364","126,6633136","9,463899736","26,21993138","126,2199314","8,82433481","41,45226459","141,4522646","8,737385235","50,28954833","150,2895483","8,981762764","46,28722082","146,2872208","9,020158537"
09/12/2011,"4,109179025","104,109179","0,001175935117","24,76159203","124,761592","-1,50139891","25,21463805","125,2146381","-0,7964616357","41,05003856","141,0500386","-0,2843546062","50,04787141","150,0478714","-0,1608075363","46,00973939","146,0097394","-0,1896826178"
16/12/2011,"0,567893385","100,5678934","-3,401511445","20,40006023","120,4000602","-3,49589303","22,62607037","122,6260704","-2,067304367","38,04341173","138,0434117","-2,131602983","46,63237153","146,6323715","-2,276273464","43,01714392","143,0171439","-2,049586201"
23/12/2011,"3,745885149","103,7458851","3,160046071","24,74240356","124,7424036","3,606595646","26,8676636","126,8676636","3,458965306","42,47820769","142,4782077","3,212609645","51,35589077","151,3558908","3,221334546","47,45603688","147,4560369","3,10374885"
30/12/2011,"3,818886306","103,8188863","0,07036535174","25,56855342","125,5685534","0,6622847055","27,25354722","127,2535472","0,304162313","43,12389253","143,1238925","0,4531814728","51,95545413","151,9554541","0,3961281962","47,995051","147,995051","0,3655422534"
06/01/2012,"4,656231786","104,6562318","0,8065444639","26,38208184","126,3820818","0,6478759194","28,45066536","128,4506654","0,9407345934","45,35638634","145,3563863","1,559833072","55,22493998","155,22494","2,151608094","51,13139639","151,1313964","2,119223156"
13/01/2012,"5,49696062","105,4969606","0,8033241974","30,38975327","130,3897533","3,171075655","32,21011703","132,210117","2,926766988","48,96359063","148,9635906","2,481627661","59,23760984","159,2376098","2,585067748","55,13840618","155,1384062","2,651341737"
20/01/2012,"8,558913266","108,5589133","2,902408399","34,92334294","134,9233429","3,476952411","35,80893983","135,8089398","2,722047965","52,47220147","152,4722015","2,355347924","62,30239327","162,3023933","1,924660533","58,42223425","158,4222343","2,116708654"
27/01/2012,"9,506612691","109,5066127","0,8729816802","35,27530434","135,2753043","0,2608602725","35,83811729","135,8381173","0,02148419687","52,7681439","152,7681439","0,1940959907","62,82911544","162,8291154","0,3245313636","58,8815179","158,8815179","0,2899111051"
03/02/2012,"11,97126645","111,9712665","2,250689432","39,02587791","139,0258779","2,77254861","39,35180119","139,3518012","2,586670053","56,20208646","156,2020865","2,247813237","67,19874325","167,1987433","2,683566633","63,50440824","163,5044082","2,909646384"
